"follow_number","date","year","month","day","name_focal","class_focal","sex_focal","age_category","follow_type","length_active_period_min","ap_kcal","prev_day_ap_kcal","lipid_kcal","prev_day_lipid_kcal","tnc_kcal","prev_day_tnc_kcal","ndf_kcal_low","prev_day_ndf_kcal_low","total_kcal_using_ap_low_fermentation","prev_day_total_kcal_using_ap_low_fermentation","total_kcal_npe_low_fermentation","prev_day_total_kcal_npe_low_fermentation","npe_to_ap","lipid_to_ap","lipid_to_tnc","lipid_to_ndf_low","tnc_to_ap","tnc_to_ndf_low","ap_to_ndf_low","percent_ap","percent_lipid","percent_ndf_low","percent_tnc","fai","hi_low_quartile","fruit_category_quartiles"  
481,2004-08-22,2004,8,22,"Sumi","adult_female_with_dependent","female","adult","N-N",562,206.233969119752,NA,1503.80832431399,NA,998.815286139564,NA,370.01118207142,NA,3078.86876164473,NA,2872.63479252498,NA,13.9290089056907,7.29175863090133,1.50559202004831,4.064223994246,4.8431172148929,2.69941919200369,0.557372260927901,6.69836829971221,48.8428848623823,12.0177640138763,32.4409828240291,4.975,"high","medium"
483,2004-08-23,2004,8,23,"Sumi","adult_female_with_dependent","female","adult","N-N",662,74.7736153838276,206.233969119752,289.809240244544,1503.80832431399,313.823580800883,998.815286139564,93.5152894293177,370.01118207142,771.921725858573,3078.86876164473,697.148110474745,2872.63479252498,9.32345061685392,3.87582222361319,0.923478215068943,3.09905729868475,4.19698284200872,3.35585317348649,0.799587060470409,9.68668362075965,37.5438636504501,12.1146077764951,40.6548449522951,4.975,"high","medium"
484,2004-08-24,2004,8,24,"Sumi","adult_female_with_dependent","female","adult","N-N",628,221.465168463338,74.7736153838276,1652.5141215055,289.809240244544,924.049077499276,313.823580800883,383.820153590412,93.5152894293177,3181.84852105852,771.921725858573,2960.38335259518,697.148110474745,13.3672639049118,7.46173374789207,1.78834021021658,4.30543864371685,4.17243525883053,2.40750536118372,0.577002448651177,6.96026749851883,51.9356628880543,12.0628040917147,29.0412655217121,4.975,"high","medium"
487,2004-08-25,2004,8,25,"Sumi","adult_female_with_dependent","female","adult","N-N",672,194.480975602768,221.465168463338,598.933821505867,1652.5141215055,789.172730133687,924.049077499276,197.441199239658,383.820153590412,1780.02872648198,3181.84852105852,1585.54775087921,2960.38335259518,8.15271388867223,3.0796524937699,0.758938821168348,3.03347945521172,4.05784024729283,3.9970013005025,0.9850070621112,10.9257211813169,33.6474244822773,11.0920231961581,44.3348311402477,4.975,"high","medium"
489,2004-08-26,2004,8,26,"Sumi","adult_female_with_dependent","female","adult","N-N",660,296.950527989121,194.480975602768,1063.90816112879,598.933821505867,1167.16185173968,789.172730133687,293.464062247516,197.441199239658,2821.48460310511,1780.02872648198,2524.53407511599,1585.54775087921,8.50153085165917,3.58277915292265,0.911534385349398,3.62534394494773,3.93049259633726,3.97718835758248,1.01188038397242,10.5246198282394,37.7073885130523,10.4010513445493,41.3669403141591,4.975,"high","medium"
491,2004-08-27,2004,8,27,"Sumi","adult_female_with_dependent","female","adult","N-N",700,230.360795543456,296.950527989121,484.017457132452,1063.90816112879,841.63945780426,1167.16185173968,172.368041393667,293.464062247516,1728.38575187384,2821.48460310511,1498.02495633038,2524.53407511599,6.50295095915218,2.1011277374285,0.575088837202568,2.80804639432559,3.65357072074137,4.88280455587506,1.336447253684,13.328089247074,28.0040180039498,9.97277611243867,48.6951166365375,4.975,"high","medium"
493,2004-08-28,2004,8,28,"Sumi","adult_female_with_dependent","female","adult","N-N",602,253.064400031231,230.360795543456,1010.32919392579,484.017457132452,1982.88956183386,841.63945780426,259.742832034266,172.368041393667,3506.02598782514,1728.38575187384,3252.96158779391,1498.02495633038,12.8542836819105,3.99237978080324,0.509523683705002,3.88972887533814,7.83551365418903,7.63404921053712,0.9742882914199,7.21798414814978,28.8169339712315,7.40846853207124,56.5566133485475,4.975,"high","medium"
521,2004-09-17,2004,9,17,"Sumi","adult_female_with_dependent","female","adult","N-N",744,187.868782313573,NA,206.660542139703,NA,1515.51453680312,NA,155.265419223533,NA,2065.30928047993,NA,1877.44049816636,NA,9.99336065867886,1.10002598406565,0.136363285947517,1.33101461467203,8.06687794608457,9.76079892343097,1.20998470395459,9.0963994637121,10.0062757715241,7.51778054216912,73.3795442225946,6.921,"high","high"
524,2004-09-18,2004,9,18,"Sumi","adult_female_with_dependent","female","adult","N-N",678,132.162863201771,187.868782313573,212.376727732666,206.660542139703,1687.15843870436,1515.51453680312,140.490149752067,155.265419223533,2172.18817939086,2065.30928047993,2040.02531618909,1877.44049816636,15.435692499145,1.60693195189359,0.125878354314939,1.51168411527401,12.7657527828268,12.0090870547281,0.940726901031908,6.08431923420339,9.77708698296214,6.46767858719607,77.6709151956384,6.921,"high","high"
556,2004-10-08,2004,10,8,"Sumi","adult_female_with_dependent","female","adult","N-N",692,208.209355342668,NA,896.298687092708,NA,2393.67343661668,NA,342.601526127338,NA,3840.78300517939,NA,3632.57364983673,NA,17.4467359733105,4.30479545752203,0.374444848399862,2.61615497521039,11.4964739825317,6.98675649135024,0.607730379068075,5.42101324292189,23.3363531832969,8.92009586757001,62.3225377062112,7.148,"high","high"
560,2004-10-09,2004,10,9,"Sumi","adult_female_with_dependent","female","adult","N-N",664,206.977279695455,208.209355342668,793.665425683972,896.298687092708,3197.39482877111,2393.67343661668,444.030364663342,342.601526127338,4642.06789881388,3840.78300517939,4435.09061911842,3632.57364983673,21.4279104723194,3.83455337151868,0.248222527459648,1.78741250338976,15.4480474063421,7.20084724655109,0.466133166033323,4.4587301221583,17.097238622614,9.56535695604107,68.8786742991867,7.148,"high","high"
591,2004-11-02,2004,11,2,"Sumi","adult_female_with_dependent","female","adult","N-N",720,269.708202877648,NA,531.984281568105,NA,2880.13136932461,NA,640.661687514602,NA,4322.48554128497,NA,4052.77733840732,NA,15.0265260572955,1.97244383334324,0.18470833908276,0.830366934585861,10.6786940055775,4.49555736741159,0.420983817409092,6.23965540894489,12.3073698335602,14.8216039451262,66.6313708123688,10.621,"high","high"
592,2004-11-03,2004,11,3,"Sumi","adult_female_with_dependent","female","adult","N-N",716,245.294989879464,269.708202877648,865.52461416419,531.984281568105,3164.69171503603,2880.13136932461,348.306585555238,640.661687514602,4623.81790463493,4322.48554128497,4378.52291475546,4052.77733840732,17.8500299451979,3.52850506481808,0.273494132162044,2.48495047196553,12.9015750243865,9.08593706315135,0.704250221075889,5.30503136020084,18.7188300234874,7.53287851595744,68.4432601003543,10.621,"high","high"
594,2004-11-04,2004,11,4,"Sumi","adult_female_with_dependent","female","adult","N-N",696,239.734186802203,245.294989879464,371.986566523156,865.52461416419,2821.11913672797,3164.69171503603,629.18044331673,348.306585555238,4062.02033337006,4623.81790463493,3822.28614656786,4378.52291475546,15.9438509690798,1.55166257881305,0.131857801281869,0.591223981092332,11.7676964406232,4.48379978541039,0.381026125889168,5.90184605509611,9.15767366960806,15.4893474596354,69.4511328156604,10.621,"high","high"
595,2004-11-05,2004,11,5,"Sumi","adult_female_with_dependent","female","adult","N-N",672,149.106606801187,239.734186802203,221.329038746321,371.986566523156,2117.95069319375,2821.11913672797,421.38993973817,629.18044331673,2909.77627847943,4062.02033337006,2760.66967167824,3822.28614656786,18.5147374144139,1.48436775200332,0.104501506790306,0.52523569709292,14.2042712836846,5.02610644788943,0.353844723710856,5.12433233798669,7.60639367305523,14.4818673124374,72.7874066765207,10.621,"high","high"
596,2004-11-06,2004,11,6,"Sumi","adult_female_with_dependent","female","adult","N-N",758,142.26458423245,149.106606801187,280.575524969777,221.329038746321,2076.00474283887,2117.95069319375,439.618801301275,421.38993973817,2938.46365334238,2909.77627847943,2796.19906910993,2760.66967167824,19.6549203316908,1.97220922187729,0.135151678211534,0.638224580339311,14.5925618384884,4.72228379835868,0.323608962608846,4.84146142391893,9.54837486761609,14.9608384912717,70.6493252171933,10.621,"high","high"
597,2004-11-07,2004,11,7,"Sumi","adult_female_with_dependent","female","adult","N-N",672,194.896487096449,142.26458423245,466.262029625797,280.575524969777,2321.4899358666,2076.00474283887,506.149432250808,439.618801301275,3488.79788483966,2938.46365334238,3293.90139774321,2796.19906910993,16.9007735686541,2.39235727935443,0.200846026692656,0.921194413974476,11.9113995867856,4.58657026551055,0.385057207769175,5.5863507583331,13.3645469017253,14.5078462254935,66.541256114448,10.621,"high","high"
599,2004-11-08,2004,11,8,"Sumi","adult_female_with_dependent","female","adult","N-N",730,240.231576553941,194.896487096449,720.58072188662,466.262029625797,3269.18741405152,2321.4899358666,496.933249987832,506.149432250808,4726.93296247991,3488.79788483966,4486.70138592597,3293.90139774321,18.6765680444117,2.99952542552133,0.220415849758091,1.45005535834896,13.6084833682031,6.578725440754,0.483428260354531,5.08218708538458,15.2441493798672,10.5128051091955,69.1608584255528,10.621,"high","high"
601,2004-11-09,2004,11,9,"Sumi","adult_female_with_dependent","female","adult","N-N",752,286.650916851184,240.231576553941,492.897829919922,720.58072188662,2233.09365369126,3269.18741405152,459.757287359049,496.933249987832,3472.39968782141,4726.93296247991,3185.74877097023,4486.70138592597,11.1136877075615,1.71950550632919,0.220724208814607,1.07208269117655,7.79028959063325,4.85711421023614,0.623483139327214,8.25512448513752,14.1947320076269,13.2403331612871,64.3098103459485,10.621,"high","high"
602,2004-11-10,2004,11,10,"Sumi","adult_female_with_dependent","female","adult","N-N",734,189.949907788852,286.650916851184,367.342959257554,492.897829919922,2039.07951163252,2233.09365369126,381.557385878591,459.757287359049,2977.92976455752,3472.39968782141,2787.97985676866,3185.74877097023,14.6774478030691,1.93389385408858,0.180151365928567,0.962746294143131,10.7348275941211,5.3440965555869,0.497827888592603,6.37858924846323,12.3355145453585,12.8128403302113,68.4730558759669,10.621,"high","high"
615,2004-12-13,2004,12,13,"Sumi","adult_female_with_dependent","female","adult","N-N",712,311.509577220227,NA,348.178331020709,NA,2737.64493447895,NA,612.234399995609,NA,4009.5672427155,NA,3698.05766549527,NA,11.8714092147506,1.11771308647297,0.127181697902316,0.568701025331484,8.78831706847822,4.47156339875477,0.508807700486058,7.76915707764152,8.68368853654399,15.2693386326892,68.2778157531253,13.986,"high","high"
628,2004-12-23,2004,12,23,"Sumi","adult_female_with_dependent","female","adult","N-N",752,436.382350377317,NA,317.900524000842,NA,1553.34824566072,NA,288.924556319046,NA,2596.55567635793,NA,2160.17332598061,NA,4.95018491034942,0.728490791907534,0.20465502496874,1.10028904448606,3.55960373813841,5.37631091469232,1.51036781344207,16.8062003965735,12.2431622358565,11.1272236120239,59.8234137555461,13.986,"high","high"
632,2004-12-24,2004,12,24,"Sumi","adult_female_with_dependent","female","adult","N-N",676,132.922258033782,436.382350377317,304.598552630307,317.900524000842,1832.58314361653,1553.34824566072,374.244436795274,288.924556319046,2644.3483910759,2596.55567635793,2511.42613304211,2160.17332598061,18.8939472605397,2.29155415455623,0.166212678366775,0.813902686807165,13.786879419027,4.89675453644493,0.3551749738006,5.02665452413023,11.5188510582895,14.1526146122904,69.3018798052898,13.986,"high","high"
634,2004-12-25,2004,12,25,"Sumi","adult_female_with_dependent","female","adult","N-N",620,125.095930012876,132.922258033782,212.220912196149,304.598552630307,1708.02344018967,1832.58314361653,408.54978661494,374.244436795274,2453.89006901363,2644.3483910759,2328.79413900076,2511.42613304211,18.6160663960934,1.69646536201702,0.124249414383086,0.519449328206769,13.6537091175857,4.18069840236996,0.306195068780637,5.09786202701247,8.64834634916853,16.649066385405,69.604725238414,13.986,"high","high"
639,2004-12-26,2004,12,26,"Sumi","adult_female_with_dependent","female","adult","N-N",636,167.650634117351,125.095930012876,284.711033406589,212.220912196149,2193.00309755249,1708.02344018967,488.416080183585,408.54978661494,3133.78084526002,2453.89006901363,2966.13021114267,2328.79413900076,17.6923292104369,1.69824012241612,0.129827009238766,0.582927231428523,13.080792143127,4.49003050171524,0.343253715263294,5.34978808013744,9.08522476411287,15.5855212696936,69.979465886056,13.986,"high","high"
641,2004-12-27,2004,12,27,"Sumi","adult_female_with_dependent","female","adult","N-N",714,105.213496216467,167.650634117351,184.438346192043,284.711033406589,1302.41709240031,2193.00309755249,280.173619547208,488.416080183585,1872.24255435603,3133.78084526002,1767.02905813956,2966.13021114267,16.7946995555025,1.75299132549096,0.141612350811619,0.658300187184346,12.3788025228314,4.64860715475342,0.375529631899334,5.61965093527403,9.85119934182253,14.9646005479015,69.5645491750019,13.986,"high","high"
645,2004-12-28,2004,12,28,"Sumi","adult_female_with_dependent","female","adult","N-N",590,131.988657995032,105.213496216467,139.865365811071,184.438346192043,1050.91333782803,1302.41709240031,274.666424939295,280.173619547208,1597.43378657343,1872.24255435603,1465.44512857839,1767.02905813956,11.1028110357297,1.05967715662611,0.133089343123323,0.50921901299725,7.96214882242068,3.8261441603585,0.480541653477317,8.26254328062974,8.75562837011786,17.1942290971864,65.787599252066,13.986,"high","high"
649,2004-12-29,2004,12,29,"Sumi","adult_female_with_dependent","female","adult","N-N",616,296.071397837912,131.988657995032,377.713337872237,139.865365811071,2450.82468968532,1050.91333782803,605.763748835562,274.666424939295,3730.37317423104,1597.43378657343,3434.30177639312,1465.44512857839,11.5995729458246,1.27575085141801,0.154116832371529,0.623532422661973,8.2778164577284,4.04584244995917,0.488757206760952,7.936776939185,10.1253499376801,16.2386903546301,65.6991827685049,13.986,"high","high"
650,2004-12-30,2004,12,30,"Sumi","adult_female_with_dependent","female","adult","N-N",688,233.149229970697,296.071397837912,737.460199792339,377.713337872237,2818.0036611656,2450.82468968532,417.693910503601,605.763748835562,4206.30700143224,3730.37317423104,3973.15777146154,3434.30177639312,17.0412648240824,3.16303939706352,0.261695969368367,1.76555171441979,12.0866951244908,6.74657587841781,0.558182018238179,5.54284862924438,17.5322485862595,9.93018128161775,66.9947215028783,13.986,"high","high"
652,2004-12-31,2004,12,31,"Sumi","adult_female_with_dependent","female","adult","N-N",636,245.901298452429,233.149229970697,418.237239480519,737.460199792339,2783.04815051345,2818.0036611656,635.279682689371,417.693910503601,4082.46637113577,4206.30700143224,3836.56507268334,3973.15777146154,15.6020529246028,1.70083379840888,0.150280274311229,0.658351354335729,11.317744835137,4.38082348034773,0.387075653689157,6.02335147672061,10.2447197713024,15.5611736861076,68.1707550658694,13.986,"high","high"
753,2005-02-07,2005,2,7,"Sumi","adult_female_with_dependent","female","adult","N-N",692,221.401149359625,NA,276.307031765091,NA,2347.53027579048,NA,546.5187210089,NA,3391.7571779241,NA,3170.35602856448,NA,14.3195102542797,1.24799276139385,0.117701157942276,0.505576517589397,10.6030627328739,4.2954251804162,0.405111738809071,6.52762381696004,8.14642727266823,16.1131440825429,69.2128048278289,6.463,"high","high"
755,2005-02-08,2005,2,8,"Sumi","adult_female_with_dependent","female","adult","N-N",646,154.654913553913,221.401149359625,264.24905138664,276.307031765091,2172.71918199428,2347.53027579048,504.219077650649,546.5187210089,3095.84222458548,3391.7571779241,2941.18731103156,3170.35602856448,19.0177424269567,1.70863663697644,0.121621355201593,0.524075869199313,14.0488209011016,4.30907769717444,0.306721662088848,4.9955683246946,8.53561106209222,16.2869759203624,70.1818446928508,6.463,"high","high"
757,2005-02-09,2005,2,9,"Sumi","adult_female_with_dependent","female","adult","N-N",646,113.151567615765,154.654913553913,180.393466533894,264.24905138664,1504.4298766503,2172.71918199428,303.669131898305,504.219077650649,2101.64404269827,3095.84222458548,1988.4924750825,2941.18731103156,17.5737068162849,1.59426396235592,0.119908192022582,0.59404611000866,13.2957051179262,4.9541745229282,0.372614651046121,5.38395490943804,8.58344528706632,14.4491229593965,71.5834768440991,6.463,"high","high"
760,2005-02-10,2005,2,10,"Sumi","adult_female_with_dependent","female","adult","N-N",670,143.323987879688,113.151567615765,276.994130176674,180.393466533894,2286.22091657652,1504.4298766503,478.773678296395,303.669131898305,3185.31271292928,2101.64404269827,3041.98872504959,1988.4924750825,21.2245610107023,1.93264319723781,0.121158077143068,0.578549203377874,15.951418533621,4.7751599977499,0.299356448311179,4.49952644517229,8.69597917505387,15.0306648497348,71.773829530039,6.463,"high","high"
768,2005-02-16,2005,2,16,"Sumi","adult_female_with_dependent","female","adult","N-N",598,121.831308825915,NA,197.501958177639,NA,1626.97675636679,NA,313.13932617453,NA,2259.44934954487,NA,2137.61804071896,NA,17.5457200724439,1.62111004208163,0.121391997399325,0.630715919940251,13.3543402927041,5.19569603806321,0.389064223629361,5.392079660934,8.74115448604424,13.8590991755406,72.0076666774812,6.463,"high","high"
772,2005-02-17,2005,2,17,"Sumi","adult_female_with_dependent","female","adult","N-N",678,163.684458354425,121.831308825915,272.147227623156,197.501958177639,2461.33059408733,1626.97675636679,483.026559110124,313.13932617453,3380.18883917503,2259.44934954487,3216.50438082061,2137.61804071896,19.6506400983772,1.66263327843794,0.110569148361019,0.563420835749758,15.0370451711294,5.09564235685469,0.338872584265302,4.84246490780004,8.05124330537629,14.2899282286256,72.8163635581981,6.463,"high","high"
775,2005-02-19,2005,2,19,"Sumi","adult_female_with_dependent","female","adult","N-N",650,178.983153305604,NA,393.424769087098,NA,2459.83078876757,NA,436.544281296335,NA,3468.7829924566,NA,3289.799839151,NA,18.3804999431083,2.1981106144406,0.159939769387232,0.901225341719762,13.7433649108167,5.63477954965531,0.409999995359249,5.15982561304152,11.3418674486891,12.5849406620612,70.9133662762082,6.463,"high","high"
874,2005-03-30,2005,3,30,"Sumi","adult_female_with_dependent","female","adult","N-N",626,111.916699512428,NA,154.995193404618,NA,1241.28241027328,NA,288.041371185313,NA,1796.23567437564,NA,1684.31897486321,NA,15.0497555968059,1.38491569247363,0.124866986047513,0.538100456773971,11.0911277376924,4.30938932544762,0.388543836782482,6.23062447255591,8.6288896059529,16.0358340107811,69.1046519107101,7.424,"high","high"
878,2005-03-31,2005,3,31,"Sumi","adult_female_with_dependent","female","adult","N-N",654,147.157221610942,111.916699512428,237.72443852027,154.995193404618,1913.27386405236,1241.28241027328,399.133584939029,288.041371185313,2697.2891091226,1796.23567437564,2550.13188751166,1684.31897486321,17.329301678811,1.61544527626902,0.124250084102839,0.595601190906007,13.001562839442,4.79356770827648,0.368691654032124,5.4557452189028,8.81345784240382,14.7975826391433,70.9332142995501,7.424,"high","high"
883,2005-04-01,2005,4,1,"Sumi","adult_female_with_dependent","female","adult","N-N",606,167.377015860973,147.157221610942,419.227839809231,237.72443852027,2477.17159857908,1913.27386405236,407.243158000965,399.133584939029,3471.01961225025,2697.2891091226,3303.64259638927,2550.13188751166,19.7377314883744,2.50469180402553,0.169236495384374,1.02942881070635,14.799950792746,6.08278260766558,0.411000191341647,4.82212820896346,12.0779450029511,11.7326665791137,71.3672602089718,5.527272727,"high","medium"
884,2005-04-02,2005,4,2,"Sumi","adult_female_with_dependent","female","adult","N-N",628,200.377437250165,167.377015860973,480.061859159007,419.227839809231,2651.98806646035,2477.17159857908,427.953036334165,407.243158000965,3760.38039920369,3471.01961225025,3560.00296195353,3303.64259638927,17.7664861413961,2.39578799762602,0.181019615144706,1.12176294686727,13.234963491171,6.19691377628073,0.468222959618638,5.32864806157903,12.7663110695042,11.380578316619,70.5244625522978,5.527272727,"high","medium"
889,2005-04-03,2005,4,3,"Sumi","adult_female_with_dependent","female","adult","N-N",626,96.7278471321646,200.377437250165,243.371819802177,480.061859159007,2174.80209528596,2651.98806646035,235.080928438036,427.953036334165,2749.98269065834,3760.38039920369,2653.25484352618,3560.00296195353,27.4301033486343,2.51604710554184,0.111905271900235,1.03526824323533,22.4837227309982,9.25129107552937,0.411466160929599,3.51739839893349,8.84994006067412,8.54845120431498,79.0842103360774,5.527272727,"high","medium"
891,2005-04-04,2005,4,4,"Sumi","adult_female_with_dependent","female","adult","N-N",672,72.8003552594285,96.7278471321646,166.999540847115,243.371819802177,1317.90114172958,2174.80209528596,163.840583157278,235.080928438036,1721.5416209934,2749.98269065834,1648.74126573398,2653.25484352618,22.6474343409257,2.29393854263489,0.126716288164034,1.01928067899273,18.1029493198647,8.04380158037202,0.444336524300236,4.22878856785464,9.70058108445554,9.5170852193939,76.5535451282959,5.527272727,"high","medium"
898,2005-04-07,2005,4,7,"Sumi","adult_female_with_dependent","female","adult","N-N",716,99.4154999918282,NA,196.299960598267,NA,1879.57458284055,NA,222.045471727763,NA,2397.33551515841,NA,2297.92001516658,NA,23.1143032560865,1.9745407971031,0.104438505601414,0.884052978296893,18.9062528780225,8.46481834650961,0.447725860916073,4.14691641462873,8.18825564286093,9.26217754351714,78.4026503989932,5.527272727,"high","medium"
903,2005-04-09,2005,4,9,"Sumi","adult_female_with_dependent","female","adult","N-N",710,196.650526727452,NA,204.744407415732,NA,2444.99803936339,NA,288.061919955673,NA,3134.45489346225,NA,2937.80436673479,NA,14.9392143292169,1.041158703325,0.0837401110837051,0.71076526688164,12.433213783109,8.48775166026675,0.682667555495403,6.27383495412933,6.53205786571634,9.19017595552273,78.0039312246316,5.527272727,"high","medium"
948,2005-04-30,2005,4,30,"Sumi","adult_female_with_dependent","female","adult","N-N",700,171.554802416931,NA,742.393194830786,NA,3772.32290652139,NA,334.344765303471,NA,5020.61566907258,NA,4849.06086665565,NA,28.2653752523404,4.3274404701685,0.196800012413406,2.22044210609054,21.9890253923262,11.2827335672428,0.513107487300474,3.41700727011874,14.7868955475718,6.65943755390525,75.1366596284042,5.527272727,"high","medium"
957,2005-05-03,2005,5,3,"Sumi","adult_female_with_dependent","female","adult","N-N",674,58.6675341675562,NA,216.429461056777,NA,1154.17049666091,NA,130.650817868814,NA,1559.91830975406,NA,1501.25077558651,NA,25.5891234715761,3.68908399045114,0.187519488397009,1.65654884207531,19.6730698338977,8.83400896747396,0.44904069583754,3.76093631318462,13.8744099420757,8.37549101461685,73.9891627301228,5.895196507,"high","high"
960,2005-05-04,2005,5,4,"Sumi","adult_female_with_dependent","female","adult","N-N",652,370.961137625274,58.6675341675562,1026.16530250785,216.429461056777,3703.38769986066,1154.17049666091,211.921350347428,130.650817868814,5312.43549034121,1559.91830975406,4941.47435271593,1501.25077558651,13.3207332292246,2.76623397555037,0.277088273136097,4.84219877244806,9.98322283452137,17.4752930452229,1.75046609044871,6.98288267781766,19.3162873106614,3.98915621154802,69.711673799973,5.895196507,"high","high"
989,2005-05-16,2005,5,16,"Sumi","adult_female_with_dependent","female","adult","N-N",682,183.209400844992,NA,515.617559687733,NA,1519.30946311475,NA,233.676494776461,NA,2451.81291842393,NA,2268.60351757894,NA,12.382571566283,2.81436191215963,0.339376257573399,2.20654439455274,8.29274838576752,6.50176417858433,0.784030079791523,7.47240539717698,21.0300531420309,9.53076366555213,61.9667777952399,5.895196507,"high","high"
990,2005-05-17,2005,5,17,"Sumi","adult_female_with_dependent","female","adult","N-N",634,197.3733208577,183.209400844992,328.204989864702,515.617559687733,1206.68379880516,1519.30946311475,206.399629674356,233.676494776461,1938.66173920192,2451.81291842393,1741.28841834422,2268.60351757894,8.82230896646681,1.66286400025325,0.27198922384612,1.59014330782726,6.11371280354116,5.8463467241147,0.956267805175343,10.1809055631826,16.9294613509943,10.6465003925504,62.2431326932728,5.895196507,"high","high"
994,2005-05-18,2005,5,18,"Sumi","adult_female_with_dependent","female","adult","N-N",636,109.859934629383,197.3733208577,256.462807304986,328.204989864702,808.282103612134,1206.68379880516,135.255880145569,206.399629674356,1309.86072569207,1938.66173920192,1200.00079106269,1741.28841834422,10.9230066002764,2.33445257518287,0.317293685161255,1.89613055660847,7.35738744373829,5.97594797906178,0.812237771187078,8.38714624192876,19.5793951429059,10.3259741660019,61.7074844491634,5.895196507,"high","high"
998,2005-05-19,2005,5,19,"Sumi","adult_female_with_dependent","female","adult","N-N",590,84.426639100294,109.859934629383,209.201447803964,256.462807304986,769.358462394351,808.282103612134,113.579856291789,135.255880145569,1176.5664055904,1309.86072569207,1092.1397664901,1200.00079106269,12.9359616600716,2.477908039848,0.271916743663156,1.84188864675548,9.11274534427927,6.77372280184839,0.743324052844376,7.1756799020561,17.7806749206805,9.65350155776329,65.3901436195001,5.895196507,"high","high"
1040,2005-06-19,2005,6,19,"Sumi","adult_female_with_dependent","female","adult","N-N",566,85.3731630096429,NA,140.013178638776,NA,638.073015560805,NA,97.4556430461333,NA,960.915000255358,NA,875.541837245715,NA,10.2554691237904,1.64001395406847,0.21943128015799,1.43668621192615,7.47392966439272,6.54731727806419,0.876020724312795,8.88456970564051,14.5708182931444,10.1419629228636,66.4026490783515,5.893909627,"high","medium"
1041,2005-06-20,2005,6,20,"Sumi","adult_female_with_dependent","female","adult","N-N",658,397.294419850816,85.3731630096429,489.646884963949,140.013178638776,2435.71412284197,638.073015560805,217.551454932527,97.4556430461333,3540.20688258927,960.915000255358,3142.91246273845,875.541837245715,7.91078934337566,1.23245346649422,0.201028060055189,2.25071758364388,6.13075341897977,11.1960369265165,1.82620897651103,11.2223503605032,13.8310246040149,6.14516219383803,68.8014628416439,5.893909627,"high","medium"
1042,2005-06-21,2005,6,21,"Sumi","adult_female_with_dependent","female","adult","N-N",660,308.556430716894,397.294419850816,343.450310948469,489.646884963949,2634.91774130678,2435.71412284197,108.776770861927,217.551454932527,3395.70125383407,3540.20688258927,3087.14482311717,3142.91246273845,10.0051222913895,1.1130875157925,0.1303457430812,3.15738652864056,8.53950032797845,24.2231656669727,2.8366022292439,9.0866777626125,10.1142675775933,3.20336692573022,77.595687734064,5.893909627,"high","medium"
1043,2005-06-22,2005,6,22,"Sumi","adult_female_with_dependent","female","adult","N-N",624,160.115359436439,308.556430716894,817.367326629548,343.450310948469,1355.72305328318,2634.91774130678,228.776510766584,108.776770861927,2561.98225011575,3395.70125383407,2401.86689067931,3087.14482311717,15.0008525049265,5.10486520160495,0.602901399847199,3.57277643535481,8.46716428739217,5.9259713715382,0.699876743901394,6.24966700800543,31.9037076307855,8.92966806293245,52.9169572982767,5.893909627,"high","medium"
1044,2005-06-23,2005,6,23,"Sumi","adult_female_with_dependent","female","adult","N-N",626,202.409447437591,160.115359436439,767.335944710226,817.367326629548,1324.63201323928,1355.72305328318,227.43673550176,228.776510766584,2521.81414088886,2561.98225011575,2319.40469345127,2401.86689067931,11.4589744837202,3.79100854443477,0.579282349392847,3.37384346911842,6.54431910174403,5.82417792058499,0.889959341840907,8.02634278853905,30.4279340919139,9.01877469136548,52.5269484281815,5.893909627,"high","medium"
1045,2005-06-24,2005,6,24,"Sumi","adult_female_with_dependent","female","adult","N-N",546,184.650303587474,202.409447437591,734.359948480047,767.335944710226,1541.71556441912,1324.63201323928,208.009255109862,227.43673550176,2668.7350715965,2521.81414088886,2484.08476800903,2319.40469345127,13.4529146161531,3.97703082103063,0.476326480336686,3.5304195868217,8.34938006851837,7.41176426791611,0.887702345215117,6.91901963415992,27.5171543363701,7.79430140232787,57.7695246271421,5.893909627,"high","medium"
1049,2005-06-25,2005,6,25,"Sumi","adult_female_with_dependent","female","adult","N-N",684,160.517968285854,184.650303587474,825.210478508209,734.359948480047,1311.52225702694,1541.71556441912,248.445245447504,208.009255109862,2545.69594926851,2668.7350715965,2385.17798098265,2484.08476800903,14.8592584771262,5.14092277220114,0.629200514201611,3.32149837289833,8.17056352651655,5.27891871975496,0.646089918109428,6.30546504707203,32.4159088498109,9.75942337178535,51.5192027313317,5.893909627,"high","medium"
1051,2005-06-26,2005,6,26,"Sumi","adult_female_with_dependent","female","adult","N-N",626,145.331976438604,160.517968285854,165.336534505204,825.210478508209,1150.25512300978,1311.52225702694,64.3934578154655,248.445245447504,1525.31709176905,2545.69594926851,1379.98511533045,2385.17798098265,9.49539907972993,1.13764732687752,0.143739011631246,2.56759832619975,7.9146733650575,17.8629190298509,2.25693698349118,9.52798452353592,10.839486123731,4.22164402162323,75.4108853311099,5.893909627,"high","medium"
